Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Type,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle Body Type,Vehicle Movement,Latitude,Longitude,Location
MCP26490009,16032070,Montgomery County Police,Injury Crash,06/24/2016 09:58:00 AM,Maryland (State),CLOPPER RD,Maryland (State),GREAT SENECA HWY,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,8158C159-B3AE-4A89-885E-1D1F7745F9DD,No,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,DBA8F79D-4DCF-484A-9353-3F8B00076F94,DISABLING,PASSENGER CAR,MAKING LEFT TURN,39.15903167,-77.27528,"(39.15903167, -77.27528)"
MCP2783001N,170524001,Montgomery County Police,Injury Crash,08/09/2017 06:25:00 PM,Maryland (State),NORBECK RD,County,BAUER DR,,N/A,,SAME DIR REAR END,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,,00A89281-D6A7-4691-86F4-180B11FB9177,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,E9E1FCFC-F72D-4971-BDB3-CB4F3AEF2B66,SUPERFICIAL,PASSENGER CAR,SLOWING OR STOPPING,39.09603215,-77.10995324,"(39.09603215, -77.10995324)"
MCP30400010,170525581,Montgomery County Police,Injury Crash,08/18/2017 05:30:00 PM,County,RANDOLPH RD,County,KEMP MILL RD,,N/A,,SAME DIR REAR END,CLEAR,WET,DAYLIGHT,N/A,N/A,,C5FD723D-3D10-42FA-8A72-471EFA6FA6F0,No,POSSIBLE INJURY,"N/A, WET",NOT DISTRACTED,MD,9CEC16BB-2C37-408A-8C64-025DAA77AE8F,SUPERFICIAL,PASSENGER CAR,SLOWING OR STOPPING,39.06648078,-77.02996373,"(39.06648078, -77.02996373)"
MCP9321000Q,16019436,Montgomery County Police,Property Damage Crash,04/20/2016 03:13:00 PM,Maryland (State),UNIVERSITY BLVD W,Government,SLIGO CREEK PKWY,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,9A6D943F-D58A-434E-8D9D-00C590D0237A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,DA529DAF-004A-434D-B162-AF03D5CE09D2,FUNCTIONAL,PASSENGER CAR,SLOWING OR STOPPING,39.03654333,-77.03118333,"(39.03654333, -77.03118333)"
MCP2475000Y,16025623,Montgomery County Police,Injury Crash,05/23/2016 03:05:00 PM,Maryland (State),NEW HAMPSHIRE AVE,County,CRESTHAVEN DR,,N/A,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,NO CONTROLS,N/A,,84E1832C-9E39-492A-AD11-406C45BC40E0,No,POSSIBLE INJURY,"N/A, WET",NOT DISTRACTED,MD,9C607951-09C4-4B54-986C-DEBD04F4657E,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.03091833,-76.98431167,"(39.03091833, -76.98431167)"
DD5593001Y,16005991,Rockville Police Departme,Property Damage Crash,02/05/2016 10:12:00 AM,Municipality,GAITHER RD,Municipality,LONGHORN CRESENT,,ROCKVILLE,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,82FD3E47-BD32-482B-95DF-D5EC53F15CC2,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,99E4FA4F-D43F-43E9-969A-CFDC2FD14813,NO DAMAGE,OTHER,MAKING LEFT TURN,39.10903833,-77.17363833,"(39.10903833, -77.17363833)"
MCP2952003N,170511063,Montgomery County Police,Injury Crash,06/01/2017 07:48:00 AM,County,SAYBROOK AVE,County,FRANKLIN AVE,,N/A,,ANGLE MEETS LEFT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,80F86B8D-60AD-434E-AEED-FEE406D2D2B0,Yes,NO APPARENT INJURY,N/A,UNKNOWN,DC,827EDDC8-737F-486C-B26E-8228D187CEEE,DISABLING,PASSENGER CAR,MAKING LEFT TURN,39.01032833,-77.00942833,"(39.01032833, -77.00942833)"
MCP2508000J,16064371,Montgomery County Police,Property Damage Crash,12/15/2016 02:45:00 PM,Maryland (State),FREDERICK RD,Other Public Roadway,PRESCOTT RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,25C9F944-07B2-47AA-B871-977C1716B4D7,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C9A87837-2023-4577-A6B1-FD996DBDE3D7,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.26543667,-77.30525,"(39.26543667, -77.30525)"
MCP29770017,16002162,Montgomery County Police,Property Damage Crash,01/11/2016 11:00:00 AM,,,,,"PARKING LOT OF 7-11 STORE AT 14430 LAYHILL RD ASPEN HILL, MD 20906",,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,N/A,,BDAFC444-D793-4B7D-8AA4-ED4A9766B955,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,A880C974-43CD-4C7B-98EE-9B9A68F40F5C,UNKNOWN,UNKNOWN,BACKING,39.09122497,-77.04722643,"(39.09122497, -77.04722643)"
DD56170011,170519620,Rockville Police Departme,Injury Crash,07/17/2017 07:01:00 PM,,,,,PARKING LOT OF 225 N WASHINGTON AVE,,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DUSK,NO CONTROLS,N/A,N/A,244292D9-8594-43BD-83F3-08DEE4538D36,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,1F3FB43D-6390-4481-ADF0-734A3FC6C33F,NO DAMAGE,PASSENGER CAR,MOVING CONSTANT SPEED,39.08618,-77.152725,"(39.08618, -77.152725)"
MCP2940001H,170504316,Montgomery County Police,Property Damage Crash,04/26/2017 02:15:00 PM,Maryland (State),CONNECTICUT AVE,Municipality,BRADLEY LA,,CHEVY CHASE VILLAGE,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,N/A,NONE DETECTED,,02E90DE9-369D-4B80-B885-85EF9EB3D257,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C191C8FD-7CBE-4423-BB3B-AE4EA33BC8D5,DISABLING,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,38.97675522,-77.07963824,"(38.97675522, -77.07963824)"
DD5616001J,16065702,Rockville Police Departme,Property Damage Crash,12/22/2016 01:36:00 PM,Maryland (State),FIRST ST,Maryland (State),VEIRS MILL RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,EA4CB965-E413-4956-AF95-1B09877EE480,Yes,NO APPARENT INJURY,N/A,OTHER DISTRACTION,MD,5E395F37-0304-4E64-B47C-EE142C1672DD,SUPERFICIAL,AUTOCYCLE,MOVING CONSTANT SPEED,39.08099967,-77.13718767,"(39.08099967, -77.13718767)"
MCP137800CP,16049953,Montgomery County Police,Injury Crash,09/28/2016 05:03:00 PM,County,ODENDHAL AVE,County,GOSHEN RD,,N/A,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,47DE3006-89BB-4EC1-9DC7-872BB48BDAB4,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,50444227-0849-48BF-896F-2409A358C46B,DISABLING,PASSENGER CAR,ACCELERATING,39.15243833,-77.19300167,"(39.15243833, -77.19300167)"
DD5593001Z,16008848,Rockville Police Departme,Injury Crash,02/22/2016 11:37:00 AM,,,,,51 MANNAKEE ST (MONTGOMERY COLLEGE) IN PARKING LOT IN FRONT OF SECURITY BUILDING,,,SAME DIRECTION SIDESWIPE,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,,46218BC4-0DEA-430A-8280-BA4D237D6A8C,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,D0803F5C-A684-4EFF-86C2-695118793B64,UNKNOWN,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,39.09761167,-77.15823667,"(39.09761167, -77.15823667)"
MCP26670014,15043567,MONTGOMERY,Property Damage Crash,08/30/2015 11:15:00 AM,County,SHADY GROVE RD,County,EPSILON DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,B7654B07-DCD6-453F-A325-B067351C7AB9,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,27010CAC-F8C6-43BB-990A-60DAA439424A,DISABLING,PASSENGER CAR,SLOWING OR STOPPING,39.13850667,-77.15342833,"(39.13850667, -77.15342833)"
MCP2504001M,16038034,Montgomery County Police,Injury Crash,07/27/2016 03:48:00 PM,County,MONTROSE RD,County,SEVEN LOCKS RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,52F36CAD-8C71-4425-B3A4-7FBE2A85ED77,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,TN,68ECE4A1-0984-4F79-9573-B6C7CCA8F91A,FUNCTIONAL,PASSENGER CAR,STOPPED IN TRAFFIC LANE,39.05719,-77.16046333,"(39.05719, -77.16046333)"
MCP08990029,170523506,Montgomery County Police,Injury Crash,08/07/2017 03:08:00 PM,Maryland (State),WISCONSIN AVE,County,WALSH ST,,N/A,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A56DED6E-9FC3-4BA0-A288-62A2E6C3B522,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,F7F3F061-EBAB-424E-AF77-EA9D22B0FE85,FUNCTIONAL,PASSENGER CAR,STOPPED IN TRAFFIC LANE,38.97940833,-77.09165167,"(38.97940833, -77.09165167)"
MCP29230013,15050235,MONTGOMERY,Injury Crash,10/04/2015 07:19:00 AM,County,PLYERS MILL RD,Maryland (State),GEORGIA AVE,,N/A,,STRAIGHT MOVEMENT ANGLE,CLOUDY,WET,DAWN,TRAFFIC SIGNAL,NONE DETECTED,,8EB25F7E-B872-45FB-8CAF-CFD8AF21F586,No,SUSPECTED MINOR INJURY,"N/A, WET",NOT DISTRACTED,MD,0E1A5F3D-3CF4-448E-9CDE-F0AD9F25D97E,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.04696082,-77.0523119,"(39.04696082, -77.0523119)"
MCP26070010,15039135,MONTGOMERY,Property Damage Crash,08/06/2015 06:20:00 PM,Maryland (State),CLOPPER RD,County,STONERIDGE DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,32DB212B-9601-4DBF-9E07-E93D12469161,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,3033DB74-45C6-4E51-95B8-F9C8E9605807,DISABLING,PASSENGER CAR,SLOWING OR STOPPING,39.14921333,-77.24137333,"(39.14921333, -77.24137333)"
MCP2686000F,15003073,Montgomery County Police,Property Damage Crash,01/19/2015 08:57:00 PM,,,,,"In the drive through of Taco Bell located at 19923 Century Blvd, Germantown MD 20874.",,,SAME DIRECTION SIDESWIPE,N/A,,DARK LIGHTS ON,N/A,NONE DETECTED,,DC4D912B-7683-45C7-9F99-DCC3867595DB,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,11F9E6AB-BB75-45F7-B99B-F3C46A760BC4,FUNCTIONAL,VAN,SLOWING OR STOPPING,39.18234,-77.262655,"(39.18234, -77.262655)"
MCP2891001Q,15060096,MONTGOMERY,Property Damage Crash,11/24/2015 03:22:00 PM,County,SEMINARY PL,County,SELWAY LA,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,56DFFB7F-6F1C-44C6-A51D-CCF71A774E81,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,F7409B88-9BD4-4393-B834-35833B95B36C,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.00983833,-77.04129167,"(39.00983833, -77.04129167)"
MCP2455001F,17007165,Montgomery County Police,Injury Crash,02/09/2017 06:25:00 PM,Maryland (State),DARNESTOWN RD,County,BERRYVILLE RD,,N/A,,SAME DIR REAR END,N/A,DRY,DARK NO LIGHTS,N/A,N/A,,6186EF7D-5BCC-4971-955C-B087B503597D,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,4F4B2795-CA5C-418B-A0C4-ED193605D4ED,FUNCTIONAL,PASSENGER CAR,MOVING CONSTANT SPEED,39.114559,-77.310257,"(39.114559, -77.310257)"
MCP3001000M,16009654,Montgomery County Police,Injury Crash,02/26/2016 06:16:00 PM,County,ARCOLA AVE,County,KEMP MILL RD,,N/A,,SAME DIRECTION SIDESWIPE,N/A,DRY,DARK -- UNKNOWN LIGHTING,N/A,NONE DETECTED,,1D932C15-DB41-48B8-82EB-0821804DA033,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,9158978D-F71C-4047-9D99-AFB2ADC0BE73,DISABLING,PASSENGER CAR,PARKED,39.04644005,-77.03331113,"(39.04644005, -77.03331113)"
MCP2784002P,16051016,Montgomery County Police,Property Damage Crash,10/04/2016 06:06:00 PM,County,RANDOLPH RD,County,KEMP MILL RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,AFFAC33B-5CCF-4D0A-9DB7-CE4536B8849A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,CE9CC0A9-16AA-4896-B9F2-41608722F3F2,FUNCTIONAL,PASSENGER CAR,SLOWING OR STOPPING,39.06626667,-77.0328,"(39.06626667, -77.0328)"
MCP1113000J,15032530,MONTGOMERY,Property Damage Crash,07/03/2015 02:10:00 PM,Maryland (State),RIDGE RD,County,TUNE AVE,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,5DD7014F-7999-457F-A426-F9C9913FFAC9,Yes,NO APPARENT INJURY,N/A,USING OTHER DEVICE CONTROLS INTEGRAL TO VEHICLE,MD,F579DB9D-0116-4556-BCEA-7F57D51B128F,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.29654641,-77.20393181,"(39.29654641, -77.20393181)"
MCP93220007,15043140,MONTGOMERY,Property Damage Crash,08/28/2015 12:50:00 AM,County,OLNEY MILL RD,County,GOLD MINE RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,B4697AE4-15C0-4429-883A-D75124F9E796,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,9426198F-A19B-423D-BD12-30ACF779B371,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.17187682,-77.06304073,"(39.17187682, -77.06304073)"
MCP29320019,17001227,Montgomery County Police,Property Damage Crash,01/07/2017 09:36:00 PM,County,SLIGO AVE,County,FENTON ST,,N/A,,OTHER,CLEAR,ICE,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,7EEA9EB0-DC5E-4E01-BF3D-3A947F695FD5,Unknown,NO APPARENT INJURY,"ICY OR SNOW-COVERED, N/A",NOT DISTRACTED,DC,3BE7AABF-F7AE-440A-A797-9CAB382184FE,SUPERFICIAL,PASSENGER CAR,BACKING,38.99019483,-77.02388048,"(38.99019483, -77.02388048)"
HA23770001,15000041,Maryland-National Capital,Property Damage Crash,01/15/2015 03:51:00 PM,Maryland (State),GEORGIA AVE,Maryland (State),FOREST GLEN RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,,1D89F159-2B5C-4B0E-AA86-24D389853272,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,522B7BB5-2604-46F7-A041-6D98469E9E2B,SUPERFICIAL,PASSENGER CAR,ACCELERATING,39.01593273,-77.04282761,"(39.01593273, -77.04282761)"
MCP0936001L,16031704,Montgomery County Police,Property Damage Crash,06/23/2016 10:05:00 AM,Government,BEACH DR,County,FRANKLIN ST,,N/A,,HEAD ON LEFT TURN,CLOUDY,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7C13FE59-D395-41A6-B866-127400709ADA,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,1124C27C-6EC5-4686-9D2B-4DE2457A5D36,FUNCTIONAL,PASSENGER CAR,MOVING CONSTANT SPEED,39.02041735,-77.10076332,"(39.02041735, -77.10076332)"
MCP2894001T,16010402,MONTGOMERY,Property Damage Crash,03/02/2016 08:52:00 AM,Other Public Roadway,MONTROSE PKWY,Unknown,BEGIN BRIDGE,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,6A697D3C-9246-4808-A532-CAC0ADB06774,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B2726FEE-7372-4641-8082-4F6B0C3CC75C,FUNCTIONAL,PASSENGER CAR,STOPPED IN TRAFFIC LANE,39.052435,-77.11845667,"(39.052435, -77.11845667)"
MCP29690022,16024235,Montgomery County Police,Property Damage Crash,05/16/2016 07:31:00 AM,,,,,"FRONT YARD OF 11400 SHERRIE LA, SILVER SPRING MD 20902",,,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,99299ECE-5EA6-454B-90E7-27D72E1560C5,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,BB829B21-EBE3-4036-A09F-06CACAE4172D,DISABLING,PASSENGER CAR,PASSING,39.04232,-77.05910167,"(39.04232, -77.05910167)"
MCP2866002Z,16051656,Montgomery County Police,Injury Crash,10/07/2016 06:57:00 PM,County,RANDOLPH RD,County,SHERWOOD FOREST DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,F679BF6A-FD2E-4E6A-82A8-5BCBF32DA9B1,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,574F2E5A-DD5B-4A3B-AFA1-F025F23A6D24,DISABLING,PASSENGER CAR,MAKING RIGHT TURN,39.07393833,-77.00677333,"(39.07393833, -77.00677333)"
DD5583001Y,16057357,Rockville Police Departme,Property Damage Crash,11/07/2016 07:30:00 AM,Maryland (State),FIRST ST,Maryland (State),VEIRS MILL RD,,N/A,,SAME DIRECTION SIDESWIPE,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,,BBA52363-0EE4-46D0-A336-1DC65D2C60FA,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,,303C5796-4BE6-4B7B-B92F-54D3BC048A7D,SUPERFICIAL,,MAKING LEFT TURN,39.07990544,-77.1379602,"(39.07990544, -77.1379602)"
MCP27670017,15044599,MONTGOMERY,Property Damage Crash,09/04/2015 03:33:00 PM,County,ARCOLA AVE,County,KEMP MILL RD,,N/A,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,,8DD588C9-9A15-40EE-9E48-9B29BC4E1A5A,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,C20CF40A-DAD3-4482-AF9A-E8AC1C3E58DD,FUNCTIONAL,PASSENGER CAR,MAKING U TURN,39.04641333,-77.03312,"(39.04641333, -77.03312)"
MCP2820002B,16034555,Montgomery County Police,Property Damage Crash,07/08/2016 11:11:00 AM,Maryland (State),VEIRS MILL RD,County,PARKLAND DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,0DCACA45-59CA-4CAB-97FA-6F437846680C,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,1E45925A-9E38-478C-AAB3-49D2A2734D64,DISABLING,PASSENGER CAR,SLOWING OR STOPPING,39.06137333,-77.09153,"(39.06137333, -77.09153)"
MCP2922000G,16002891,Montgomery County Police,Injury Crash,01/15/2016 09:26:00 PM,County,PROSPERITY DR,County,OLD COLUMBIA PIKE (AHEAD),,N/A,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,STOP SIGN,N/A,,E2C07959-756D-4F11-9020-9845C94E4B55,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,B0CA28AC-A665-4EB3-ACB3-E938D8632B06,SUPERFICIAL,TRANSIT BUS,MOVING CONSTANT SPEED,39.05738667,-76.967895,"(39.05738667, -76.967895)"
MCP137800CV,16050284,Montgomery County Police,Injury Crash,09/30/2016 02:30:00 PM,Interstate (State),NO NAME,Ramp,RAMP 4 FR RAMP 1 (FR IS270) TO IS 370 EB,,N/A,,SINGLE VEHICLE,N/A,DRY,DAYLIGHT,NO CONTROLS,MEDICATION PRESENT,,41232D11-5F5E-4C2F-B079-A73EA44CC59A,Yes,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,DA9181B0-6661-409E-8365-1438110C6C8C,DISABLING,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,39.12283592,-77.1902284,"(39.12283592, -77.1902284)"
MCP2952000X,15040339,MONTGOMERY,Injury Crash,08/13/2015 10:05:00 AM,County,POWDER MILL RD,County,KINLOCH RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,83573A32-6802-4FE5-9114-6311A69DA989,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B0413B82-5227-4CC7-A0A4-F31F6680EF50,FUNCTIONAL,PASSENGER CAR,MOVING CONSTANT SPEED,39.02563333,-76.96788667,"(39.02563333, -76.96788667)"
MCP2549005R,170500293,Montgomery County Police,Property Damage Crash,04/04/2017 07:49:00 AM,Maryland (State),ROCKVILLE PIKE,County,BELLEVUE DR,,N/A,,SAME DIRECTION SIDESWIPE,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,80A0081A-AAB7-4291-81DF-471030D297DB,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C491B96E-1AD5-46A1-8490-7A2224F2B32A,DISABLING,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,39.01298,-77.09853167,"(39.01298, -77.09853167)"
DD5615002H,16047309,Rockville Police Departme,Property Damage Crash,09/15/2016 09:42:00 AM,Maryland (State),VEIRS MILL RD,County,TWINBROOK PKWY,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,MEDICATION CONTRIBUTED,,B8357E87-2180-4892-B409-6D5446A7B872,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6AB6D281-885D-4574-8C94-01FB4079EF64,FUNCTIONAL,PASSENGER CAR,MOVING CONSTANT SPEED,39.07291833,-77.111135,"(39.07291833, -77.111135)"
MCP1221003Q,170521121,Montgomery County Police,Injury Crash,07/25/2017 05:56:00 PM,Maryland (State),QUINCE ORCHARD RD,Maryland (State),W DIAMOND AVE,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,A6126E03-FC4A-4098-B932-D1C02979DCAA,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,DD23DAF0-A4D6-4FEA-9042-1EC0ED5D80C3,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.14276167,-77.220935,"(39.14276167, -77.220935)"
MCP2116005J,17001586,Montgomery County Police,Injury Crash,01/10/2017 09:39:00 AM,Maryland (State),RIVER RD,County,ESWORTHY RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,796B74DF-67C7-4D01-8FBB-4A6B909769C8,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,FDC550EF-A05C-4E54-85D1-0E7E30C486D1,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.06236167,-77.28418333,"(39.06236167, -77.28418333)"
MCP24560010,16028738,Montgomery County Police,Injury Crash,06/08/2016 09:06:00 AM,US (State),COLESVILLE RD,County,LANARK WAY,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,9AE8CD9D-2E18-41FC-B4A4-567D1C4C8CD0,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,52580557-6C62-4834-B8A2-D2FA5A7DC03A,FUNCTIONAL,PASSENGER CAR,STOPPED IN TRAFFIC LANE,39.02047667,-76.97974333,"(39.02047667, -76.97974333)"
MCP2363000N,16003456,Montgomery County Police,Injury Crash,01/19/2016 03:02:00 PM,Maryland (State),CLOPPER RD,Other Public Roadway,ALLSPICE RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,3653C4EA-5911-4233-9C55-D82A7E1E3FA1,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,7490E4DA-C0F4-4978-B0E4-24810F62B08F,DISABLING,PASSENGER CAR,MAKING LEFT TURN,39.15522833,-77.260445,"(39.15522833, -77.260445)"
MCP2667002B,16002368,Montgomery County Police,Property Damage Crash,01/13/2016 02:51:00 PM,Maryland (State),QUINCE ORCHARD RD,Unknown,SPUR TO MD 355,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,ECC9DD0C-03D9-45DC-8ADA-DE52B13C83D4,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,863C57D2-C895-49D2-9DD7-1850D1596D2D,DISABLING,PASSENGER CAR,CHANGING LANES,39.15875,-77.21863667,"(39.15875, -77.21863667)"
MCP2398000S,16041623,Montgomery County Police,Property Damage Crash,08/16/2016 06:55:00 PM,Maryland (State),FREDERICK RD,Unknown,WATKINS MILL RD,,N/A,,SAME DIR REAR END,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,60A9C032-1A21-418F-BA25-2DD3B63BE2A0,No,NO APPARENT INJURY,"VISION OBSTRUCTION (INCL. BLINDED BY SUN), WET",NOT DISTRACTED,MD,241B8572-9968-4777-909A-5F8020B30F49,SUPERFICIAL,PASSENGER CAR,STOPPED IN TRAFFIC LANE,39.15948667,-77.21856667,"(39.15948667, -77.21856667)"
MCP2420001D,16015604,Montgomery County Police,Property Damage Crash,03/30/2016 06:07:00 PM,County,MACDUFF AVE,County,HINES RD,,N/A,,HEAD ON,CLEAR,DRY,DAYLIGHT,NO CONTROLS,ALCOHOL PRESENT,,E88F670E-5060-40A1-87EE-E2111CCB7296,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,2BD9C801-A2DB-4088-ACCD-C9A1980D3AA1,SUPERFICIAL,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,39.1414,-77.08845333,"(39.1414, -77.08845333)"
MCP29190026,16064347,Montgomery County Police,Injury Crash,12/15/2016 12:04:00 PM,Maryland (State),GEORGIA AVE,Ramp,RAMP 8 FR MD 97 SB TO IS 495 WB,,N/A,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,096428E3-612F-4AC4-A8DD-F8C28E2804E2,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,7C291118-A10B-4F73-BE65-80B6FEFDA2FD,SUPERFICIAL,PICKUP TRUCK,CHANGING LANES,39.01463833,-77.04283167,"(39.01463833, -77.04283167)"
